transaction_id,final_amount
50dddbba-1125-4383-973f-ae543fc6ae76,78.0
08044021-b503-46d0-93ec-5077cf329bc5,85.5
856a258d-5a9b-4dc6-aaeb-e57f3044e59b,82.5
6d3b706b-8522-45e5-a6e1-3ff01511b84e,76.5
071199eb-c9e5-4b4d-b9cd-50b23562ee5d,76.0
5f8446ff-64c5-48e6-94dd-6c77fdec4c40,76.5
6d4fa1b8-20ec-4d69-8d0a-b5c4abacbf84,79.5
343045e5-f57d-47d3-8285-6851a18569c9,75.0
49640c54-0c69-44f3-b588-aa4baa18a5de,79.0
2ab97b68-c89e-42f7-8bc3-682691f9afb4,75.0
ac041629-32cf-47a3-a4a8-9d13f6266d83,78.0
16e531bc-ed70-436b-9e88-4f9fdf135758,75.0
c7345d08-e347-46a0-a0c7-894858c051e0,77.0
1ff0be6e-6975-4192-8551-b4b8d1c69433,78.0
2c10b063-e166-4c5b-957f-12143c09fad3,78.0
9493189d-1958-4829-ada5-02c17745db25,75.0
22e41f08-3cbc-40c7-8a7b-ffb92ad840e6,84.0
1309d7a4-f99d-4799-b33c-dbfb451278e5,75.0
80d9fa98-8ece-4fcd-9156-4e3b0e2a80c1,77.5
5ff94990-12bd-48ce-bc33-c56459b0b1e8,77.0
19b7f280-b96e-49c5-9b92-3af9f193937d,76.0
6bb8a32d-a591-473a-b3d6-b42dab2cdf65,75.0
2b40e469-489c-44d0-8664-350acd23226a,78.0
d7080a70-fe6e-4e84-9566-a2534bdffbc1,81.0
15159ac9-2ce4-4b3e-b042-a4c6a7e5f1fe,75.5
193489a3-c1ae-4ab6-b83d-83548a177030,75.0
a165985c-7877-42a2-817c-4a32a589e9cf,79.5
78552639-9f6c-4770-81e4-1a710ab1c2be,79.5
815c1da8-e6c6-4448-9915-b375e31a7aec,82.5
565ca9b5-6512-451f-967f-eb5e3a937139,76.5
0c503d3e-0854-435c-8681-1d88d9a7ea6e,76.0
e6965bd9-6377-438c-be93-621df7f9d284,78.0
dad77bbd-94b4-4256-a4cc-164ee8e9a397,76.5
da38a72e-b830-4394-a40a-6897b4d145da,84.0
c74ff64e-967e-415d-8a2a-b4529ea11d1a,81.0
7fa8fdf8-245e-462a-b44d-2b517f844dff,78.5
e6ceacea-8a06-43c5-bdc9-e3a8b4cbe3b4,84.0
ababbd02-e8e6-4271-9597-63df7a34f53e,75.0
4d367b74-24a2-44b9-bd02-1a4a9e7c8cf6,84.0
7212f91a-45d7-4179-ab26-29783f156f19,79.5
96bf05d6-f988-4745-bc36-769c52c9f7b7,84.0
fa4e1cef-2b35-4b67-ae24-0d3f161bea28,78.0
8afba43d-708f-4439-816b-8938cec71951,76.0
1e4194c6-995a-4422-9ce3-9db378d4a23f,76.0
b2ddc648-0dcf-4049-beff-a9e455ce3b79,79.0
e8687505-a8f3-4d46-96fe-93388b77f224,77.5
3b469511-ea09-40bb-a7ad-7d4067e0db6f,78.0
6c602ee8-a211-4097-9691-a16072aa6d1b,78.0
04afe004-4ee7-4451-92ac-b8e4ec177d3f,77.5
60c2c733-578f-4bee-9d25-8292cb4665fb,75.0
d91b177c-7d43-478d-8dbb-697cc9dbb009,78.0
0c6cb2f3-f37d-454f-95a6-4c52a3899fae,75.0
befc1449-79fe-44d7-89b1-362665a9cbdb,81.0
c131770c-1f90-4732-808e-c9c9dc508097,76.0
17ccb4bd-7fec-4f34-a62b-66ead412f9ef,76.0
42812bcc-e0bf-48c4-a619-b304ef176476,79.5
d52bb82c-1fb5-4132-a33c-0ab951f46c08,79.5
cfab03d1-9a22-44fd-9443-e6c25eebd540,79.5
cac7f114-a5ec-4bec-9315-63b86db2f5f3,75.0
27f21ef8-2a54-4c06-af48-39daae724f37,76.5
19ee99cd-7278-4301-b493-3968538c8610,75.0
f8656403-d50f-41cc-a204-b4cf600f8d84,76.0
93a53a6a-489e-45d5-80dc-7c18bc0bbf34,81.0
c853e5f2-217b-4540-b80d-47ed4ade04c8,75.0
1e90c41d-be05-4b29-bc5c-fa66c60345da,79.5
74250fcf-66b5-46ad-afe2-015a8d1aaf7b,77.5
f8c96aa2-9d99-41c9-aa19-c0dab3815b44,81.0
cec7e877-44d9-44b4-add3-58bd39785473,76.5
0d3876b2-d535-493e-ad45-fef716ee7a2b,78.0
46fde939-e20c-4881-909b-bf47d5c40e56,75.0
7a895783-c83a-462c-bd89-f076c1ce77ae,85.5
604bbef7-306b-493f-b3f3-52b998c184ef,75.0
04bc572d-b465-4d2a-8993-48023432f334,77.0
bbbe1440-a02b-47ef-a66e-a08a48f1d81a,81.0
077fc264-bc3a-4b07-bbe9-5f39861b3054,75.0
9d3f0f18-7d57-4929-bf62-be96e4526b30,82.5
99706436-640e-43c4-adc7-a0db39edb5bc,81.0
32fec740-f1b8-473b-b441-1a061bae22ae,75.0
a907d88c-81aa-4fa6-99f0-bb937685642c,77.5
40139648-07af-4904-8b73-df1591a0916a,85.5
c65c0cf1-2cee-4910-a439-5f61d6362334,78.0
7bc3f5be-da5e-442d-9b97-bb37e4d01241,78.0
af41a2eb-6ac2-47da-b323-8a9bfe8ece7d,84.0
6744e170-51d4-4f3c-824c-e2d3e82568a2,78.0
7d03da01-e73c-46c1-ae0a-f4b74154b229,85.5
9052b592-afc7-48b6-aebf-09fc0659f2f5,84.0
4917e943-5c89-40a7-aba9-19bd68bca6a9,75.0
9a0c1e2c-d2f0-4f47-8291-62d978499237,81.0
0d426256-d399-4f97-8b27-31ad0abb6990,78.0
eb6124e4-6bb2-4468-9831-7f40cec4335a,81.0
0451c53c-3fe5-4dec-a9fc-b4c89e988d82,76.5
027276f5-0749-4f86-8377-92730f2c8eb9,82.5
3cacb3c2-7143-4d11-afd8-e54280185d2c,77.5
d6903915-86a9-4e8f-bbbe-7179727ba227,77.0
a693f331-49ab-4051-8653-029c2fc15f5f,77.0
3293e948-0bde-4283-89eb-e45f062aa56e,76.5
d85cb02b-38f9-4fed-8a88-abc8f6ec2ecb,76.5
4c514cf8-79b4-4076-9367-323d78ec46a9,81.0
e66536c5-abab-4dff-a1a4-4636e217ff14,75.0
96e072ca-aa25-460d-b208-23645fb4da48,75.0
b55787a0-83cf-41a6-8d6f-6f866b082513,76.5
9730268c-a77a-466a-8be0-778a451ee8a8,75.0
e5d4e01f-5dfa-4a89-96c6-59c9abd28845,88.5
05e599ff-7cb1-4538-bdd4-1b89048fb263,78.0
473bbc8b-ac60-4942-87ad-cf95308ea7bf,76.5
f9878310-6af9-4988-a61d-c25ae2c5a6e3,76.5
c255aa97-30f1-4487-8f9b-3aefa5c8b402,81.0
ef68acea-717e-4fa4-8201-d00d9b370152,75.0
4253e49f-3d45-4da6-89ad-714f77f48b05,76.5
88f8971e-b1d1-4301-aabe-14578750ca92,79.5
dff6866a-ca90-41fb-a800-a66b3f6cb738,82.5
2759c74c-a588-46cb-a943-c6ae69783687,81.0
726e5eff-d1d5-4826-af45-a7f73c955e99,78.0
52d71f40-a848-4a26-b78f-3f0d0632f84b,76.5
4409ad09-84a6-4e3f-b347-5acce206e793,77.0
1f207f30-d966-4d5e-abe0-94505f9d1084,82.5
2e0cbd11-3832-4c04-a778-61f5f8f2788f,79.5
51fa1b2a-2b8c-46a2-83cf-6f7014e219da,75.0
fca395a6-05fd-4742-8390-b889f53b336b,78.0
c9c2c2f2-a075-405a-86bf-6d43387d7777,81.0
5a2f7818-c391-42ac-8240-f46a987edab0,75.0
ea8e21ff-28de-405c-bca1-5674a9f6872a,77.5
f6489ad3-18c2-47a6-91df-9aaecbc9a5c0,78.0
3a12fe02-2292-480b-b7a3-49fbcf8ed346,75.0
235d56f1-20d8-4318-bf5a-4ef396425a14,76.5
9f008a03-06af-4ad3-8ce6-a1e9a33f3fac,79.0
0eaf2b2e-3e2f-447c-a5b8-622a6504a5bd,82.5
709506b6-a53a-4669-959f-19a116f20b4c,76.5
8031aa73-5b60-44be-a10b-3d59ba2e4f85,75.0
48015001-e8d0-4029-a6bd-d5a6910ba2ba,78.0
f4f9167f-b727-4d74-a9e7-4f224422c0da,81.0
03cf1c93-6c94-4206-8c2f-523bdec3f18c,77.0
f3cea141-99d8-45f5-af9b-32e7ddd776d0,78.0
d19998f5-6ede-47af-9bf0-7e8058e83b1c,87.0
8915abbc-de6d-4d12-865c-ae76fabd00c8,75.0
27e0ae9a-47a5-4407-986d-1084df97eb4f,79.5
4ff8205c-0b7b-4808-95cb-98650c8cc896,76.5
174c3d00-0224-4e47-8212-b254094d5e79,84.0
9fdf4c66-c72a-4561-8b73-5f5db4f8cd36,76.0
a41cdf88-b749-4ab4-8d09-da64e5fc326c,78.5
9409f342-05e5-4aa1-ae96-40a624f73976,79.5
489eccae-f53f-426f-9013-b0a4f7206962,75.5
7d015ac5-3457-4048-99e6-95bea894af96,82.5
e8a31f71-3863-4778-ac79-1d81cca02e56,82.5
32c2caf9-5dd3-4fb7-9a69-f180efa15075,75.5
ed4b7548-a44e-4a88-9d60-8512436e474f,81.0
c1de8bda-4b2a-4d4c-8ff9-b97e61ebcb2a,78.5
323624ea-42c4-4100-b275-8034aa30cca3,87.0
b73e6419-0975-4142-bcef-90f1263602e8,81.0
e2ed4dab-92e2-4c25-8281-2af16703c380,75.0
6f7d330e-53ab-49a1-abcd-7d0b97cadcc6,75.5
deb530b2-2372-4fb8-922d-18f946424f7a,78.0
83054689-18be-4ed1-8981-588097b4315d,84.0
afebeed7-8626-4e47-8406-e9b6f29476fb,75.0
6236e46e-2226-4ee4-8eb1-fff9f90e1ea0,75.0
62c20f58-3906-4d65-909d-3b1b70423d2f,76.5
7f28b07b-4d39-4f25-9345-ba2d6488d754,82.5
d7e5eade-b27e-4e96-ad94-8d0e3b2b9961,75.0
d20e4e97-f2f0-484a-9ec0-322a17b9768f,81.0
4ecde2df-4851-4d15-9a98-6df8754aa8db,81.0
b83002e3-ca60-4aac-a4de-d385eb2d86e9,84.0
bf4c8004-87ad-4f62-aabf-3781c3196fe3,75.0
05cae840-cd42-4e85-a93b-425aa6d76163,78.0
f2a926e4-b877-4e31-9724-6a963e92dc21,77.0
93b6a59b-1e62-4f31-8071-a878f55ef5f4,84.0
d38d4daa-9456-44db-b240-929d491ceacb,78.0
8fcd1abb-b611-47b7-9ed1-525f6a503c62,85.5
60cf8e07-de97-4813-b521-a38b60428d78,75.0
f4851d0b-c333-4705-9693-6e5ee87f617e,88.5
a7f6c1c4-9fed-4136-8584-27cccec60691,78.0
cd6644b6-7b2b-4775-b4db-4e35f85205b3,76.5
144645df-ddf3-4dc0-9d7a-faae60bdd2ce,77.0
e79e0e32-63e2-4f87-888e-2845b1d85561,75.0
064846f8-1330-44a5-922b-01a8596079f3,78.5
fd2b56f1-70ae-4aa3-b517-b84f99a48f68,85.5
414a0bd0-9c6e-43d2-b0c7-2468ced87312,85.5
487311db-4f08-49e9-808c-96e3702ecd20,87.0
5d1d57f2-7b18-4de6-8e00-ae021feef410,85.5
475eaf3a-162a-45fc-852f-6235b6206503,81.0
2a13ebcc-b160-418a-8662-8d4a8206b42b,76.5
c87f9681-348d-423f-8a47-0103d2cc45bd,76.0
395cae53-dd46-4e54-b04e-28b6bc764292,75.0
44109bb4-9069-4cde-8717-98ec2dcb1fcd,76.0
192cacc3-9269-45b7-9f89-0ec97cf2c6ba,75.0
d87c9e55-17d8-4219-a5a5-8f30cc93a886,84.0
6ac4f1ff-6109-4622-a3ae-2c024450b75c,76.0
f4c784d4-3638-4d13-9a7a-316a6958e49c,78.0
8b16a5ee-39df-42b4-83ee-a60dc98c869c,87.0
019dd44b-3d73-40c6-bbeb-a72a9e4bdbd4,78.0
7ed2c950-5e89-45f0-8942-e38066d3fe4d,79.5
e0db7c5f-8e81-488a-9beb-c117f6541b1e,82.5
60cf29b4-4050-4e20-aff7-43abeb40da6e,78.0
d10a07be-e235-4cfe-9b0b-e79d456c294e,78.0
7b603d74-3d36-4d2b-8bda-4d2debe9e479,75.0
5771a298-fd42-4f2d-9fcc-864fa1de3481,75.0
f4687f08-0e54-40a3-a00a-9cba32eed72c,78.0
9afaec6c-1370-4e6b-af92-dbf9ec9c61d4,75.0
5570ca92-a7a2-4a6b-93f8-6a71e8447014,78.0
3fef49ab-b5a0-42f6-964b-3ae95afd2138,75.0
b6328ae4-6663-4664-9acb-b32b71f45716,76.0
afb1ae6a-055b-47cf-b685-4f234288603b,82.5
0368bd0c-663f-4fd6-b920-587671819c49,76.5
e0ac20b4-a306-44b5-a02c-0673b987339e,84.0
2842fc90-3ee5-4b8e-a004-f98fe5d16a57,85.5
aec62d6e-93dc-4350-8ca0-5ed18ad1e27f,77.0
9b1594d8-9b44-4dbd-be2f-45d239ffb8be,84.0
5a59433a-21b1-4a52-91d0-17f89cb39b34,75.0
05c0c884-3db2-42b8-9916-a54c878dbe45,75.0
10366cf3-a95c-47ab-bba0-960dbc43f5af,75.0
eff8bdf3-fed8-474b-9abd-1dcc2efc00e2,77.0
455903e0-8e14-450d-911f-34c7677fc9b0,81.0
bb55fd3d-8eb2-4d2b-806f-250584d0ba75,85.5
4a2e8350-8a13-467f-8f1d-19bf3fcf3d20,76.0
ba1c52de-14f5-4d45-abca-13268cc95d9b,78.0
3a30a6a8-4dc9-4de9-9f61-e19c4443bff9,75.5
bf981d85-62cd-4162-9fab-746b6a22485d,78.0
371767c2-efac-4ae4-a01d-4cddbaaa778e,79.5
147485ca-72b5-4e97-bddf-b9c60aac6bf5,75.0
f3722821-2adf-4291-86a3-812cf9182cd6,84.0
c0d5bc97-85f3-4b5c-894b-158291a95e12,78.0
fd8708b5-32d9-4fdc-97b0-b3ce61f97b19,75.0
940ba1ac-736c-4a34-ab7c-acf016de6a5b,79.5
b4274dc5-8b3c-4b92-b379-da60c93a1876,76.5
7fe0ba2c-6422-4705-94fa-335757757808,81.0
586aceda-9392-4217-b921-407e4b41e153,76.0
82eef711-695a-4102-b8f4-02f59b7f54ab,75.0
35344570-c6b8-490c-94c4-1ead8ca13766,76.5
f74b9364-afb7-41de-ab88-68203036923a,75.0
dcc92df2-1da6-40f6-a65b-1674d94aaee1,82.5
8df1a595-2480-44c8-9b5b-6bfb029313e0,76.5
5fb5642f-92ae-4931-82a3-3948a87bd11d,75.0
b5ac08f3-63e7-4048-963d-8b9ecf325987,81.0
b4354789-06d0-4492-b3c0-bb9206a925ae,84.0
045a2249-49dc-4cb8-b785-3c0dd0732e9a,78.0
8f65c67b-158a-46ab-aa68-bf26a3af83cf,75.0
296bc674-ee9c-451a-91a8-b9022540a016,76.5
b59fcdc7-5975-4974-88e8-da2f989c1d3a,75.0
229f163c-6061-44fd-b6dc-90f4852e4308,75.0
0bdbcea7-878b-4852-a804-68386cfe86de,85.5
9150be83-958b-4b95-862a-6b96286e137c,75.0
db834459-d16c-410c-8cbc-8fc0c25d06d4,82.5
f59eff71-8b45-4bc1-839d-168eaa275aa5,75.0
009b54f4-783e-48a7-bf05-beb8963e3c32,84.0
1727fb5d-b41f-4e0f-8f81-ee0b306086b2,78.0
e5fdc7ea-26e6-4277-b317-3387e812d8c6,79.0
2614d2ca-d9e1-418f-b2c2-0d5398c838bc,75.0
31a4c817-d24d-4f57-a7a1-95b8ce0915dc,75.5
1754b636-ee73-4c4c-a386-be0bdfc2b818,79.5
a336fee7-7368-45a8-a653-8ebeed3f58a1,78.0
8b7df96a-e335-475a-b77a-3e46f38367f7,85.5
53c2ad88-8514-4f66-979f-b018357b9500,78.0
ee59c434-9d17-4013-b911-85e86e3a9d6d,76.5
131d6953-d9bf-43f4-81a2-db94c863703a,78.0
f7cf8113-a863-4dec-8553-9518659fac47,81.0
93151c9c-d149-429e-a555-2d9341c9c41d,84.0
b2a52f5d-3296-418e-bdcf-6cd89654d52f,84.0
55d21b9c-905d-4299-82dc-85183e556738,76.0
14b70f5a-c4f7-460b-a566-02cf5b1a80d1,81.0
ffb2acff-e09f-4b7d-ad80-3638113575b2,81.0
8a327f04-c55d-416d-acf2-b0e569604851,84.0
8ac7cd98-62da-46a7-81a5-ceb14d214e8c,77.0
ea94f722-1c4c-4bef-9945-46301644cca5,75.0
6b10ead4-681b-4b27-8a3d-3ad50c468092,88.5
5e6a8e9e-5aa2-4c7c-b50b-8477f9d83850,81.0
4f444f5e-06f9-4c7c-8dca-a0975e00e691,81.0
58450891-6001-418b-80c4-6274d104ef09,78.0
f79080a2-204d-4125-a168-b71385db4827,78.0
884d5950-42ee-4d64-bfb7-512a753ffaf6,87.0
bd246a26-e883-4d72-8f94-8123968a3853,78.0
44574b5f-561e-47ad-bc62-0d169411ac99,75.5
f82e1bfe-27df-4615-a88e-292939bb47c2,78.0
73111c86-21f8-4180-94bd-1f4a5a1e6f23,79.5
3380fde4-1b62-43d7-8188-2f0a9c5f7dc0,78.0
a40e22c0-1e1e-4e0a-adfd-3ec48f65fdef,82.5
f9a4d6ef-3fc3-43b5-8f95-c964c88153ba,85.5
12631515-d631-451c-906c-073f14cc9f59,84.0
bd5b3a22-73cf-4adb-ab72-6f59aa0f6407,81.0
831745ae-f674-40c5-b4f3-1eb1c4982b96,78.0
642b0693-d335-4375-a957-28a3c6a1f61c,84.0
f4c718a0-23d5-426c-9513-d0ecf898d03b,76.5
5eb16df3-8ed6-4d06-8516-499d293a9034,76.0
dea0863b-d039-471a-8dcf-da07569fd936,87.0
a5010733-d6a6-4259-92e2-fed08b031d56,78.0
fccf3d48-61de-4947-b3fb-f3b301cb58f6,76.0
1e97f23e-e6f1-4683-90cc-6c82c16cbaef,82.5
b4b0a37e-ab0c-4d52-badc-6e831a38a59f,82.5
97de4192-e53f-4436-b2fa-69a9d5f77a7e,76.5
3f2fa7f5-cd95-46d4-abd2-59627e97fc92,76.0
fbf32744-8d93-473d-817c-851d221d3bf6,76.5
6f1b06a1-d7dd-4ad2-a915-44fbbff481e6,76.5
6aeebcd1-c70c-4411-8468-d9a9e7628974,77.0
94714ae5-63a4-4375-a8f9-00ea9f0bc2ff,85.5
3174fba8-77ac-476d-ad47-4f92fcdd578a,75.0
fed5fe8e-e7bd-424e-81b9-049607ae456e,84.0
1314b23e-8500-42eb-9c5b-5e631dba28b1,78.0
29151511-261b-4754-b499-45e11d80b55f,76.5
bd311e5f-7999-4362-a794-bf05e342379c,78.0
58c29f0d-9ce2-4afa-8978-765ed84c584d,79.5
faa0576d-5bfb-4fc3-8211-6957631dd536,75.0
7e31f770-4ecb-48da-87e1-f25ff0c23f00,75.0
ecbcca54-832d-4ff5-a1ff-5997d25a0c4f,75.0
beab5717-a73d-42a2-acef-85bb170a6552,75.0
689cb63b-93ab-4c67-95fd-a946a3309a25,76.5
e4d7372f-5ffb-4a90-bf86-d90abca5eb50,81.0
ce690df9-0179-419b-94fe-6309dd19b908,78.0
38754f43-b2ab-4820-a284-cdb21c77802b,77.0
5075f699-dbcb-49f0-bbf2-98fd4f7b7b37,82.5
8437b32d-de2a-4842-8bc9-78122e3c7540,78.5
7966dd10-93d4-48db-95c6-36e645139079,84.0
5a4c720c-d71f-42ba-92ad-d1a51fdc48de,77.0
0feca935-8d09-4149-b4b6-1931ea7ece5a,76.0
b94bcc88-77c8-4ebc-a973-e1189509cdf0,81.0
e38de55e-77d4-4a94-b903-f1280ea80afc,78.0
f596b9ef-2133-43e9-8693-6241513ccf6c,75.5
243585a2-1583-416c-96ab-92cf610de901,78.5
9606ec00-3536-43f3-b18b-220375ea4d09,75.0
c71ae53e-909b-4510-a114-e6bee0620dfe,75.0
fb9bbf10-4d3f-4068-a4fa-5904c8501814,85.5
b535ca0a-b995-4cfb-b0e7-2aab88b83de5,77.0
d4375d66-1d65-4710-a00c-c60b7bbd6bbc,79.5
177751e4-597d-42c4-bee4-178ada4c249e,81.0
b604077e-8735-4316-a824-aca97fdea3ab,78.5
f7631396-f554-46cf-9fff-1467cdec55f6,75.0
648df89d-e2ae-4939-8488-e8c16efd64da,81.0
aa14d139-622a-4321-a4c1-e56e7246487d,75.0
36a25649-b677-473d-be4f-18e8e2a3e988,76.5
f2380adf-8bbe-4b40-b3d9-79304b2760ea,77.0
81bbf53f-a18f-4b16-9832-5b5b1ff55ca3,78.0
f67e77f6-7bc1-487b-a274-3702ce634a06,75.0
6c99d1cb-ff19-4be6-9c2c-1805909dd399,75.0
79d9aa2b-f03e-485d-bb1c-d62db882a91b,84.0
fc2b98c4-dbb5-40b3-80a6-f93805cf4740,75.5
03f544af-69de-47a4-b263-de34998815ac,78.5
7b68e15e-6efc-48c1-a7c7-866f1dd50d33,87.0
be099684-2ad8-4fef-ade8-d6eab2642f2d,76.5
56454c3e-e028-40f7-9be5-e9d7211ce84e,75.0
df6f60db-9aef-40ab-bdc0-681dad5f2f95,75.0
b5e9c261-80e7-43f2-835d-6d42181c0cfb,75.0
f42f5812-bf96-4a41-8a6b-e9590b268abc,79.5
67ab98e0-30bb-4758-bd08-38272d9498c2,75.0
d08a764f-12ba-4d68-abea-f8adb1a1467d,84.0
9d02a560-f9ad-4c1b-bb17-90780a7e4561,81.0
f464860f-f34b-46ab-a95e-0ad93831e4ea,84.0
dd4ce1ec-937f-4b47-a485-7e091a2fea50,76.0
6f11735b-354d-4d4a-826b-60a13e879ddc,76.5
12dfc8d0-0052-4b05-b899-d085ef7d3b32,75.0
c5eee908-9861-4253-829e-1b5ae32476ac,87.0
db3d6b51-fb24-448f-af8a-c7b27b49a650,79.5
9a2233fa-c95e-4e9a-8b49-5394e9de68e8,79.5
c94dc0ab-9b36-480b-a65c-1a8e118bf1ed,78.0
317ec09f-c7ea-4258-96fe-b4b4eba92b34,75.0
e19d15a1-04a4-4197-a4c0-05c8bae47c7b,81.0
43d8a314-4bc9-4622-bef3-2a899883ad61,79.5
e1f207f6-5cb2-4b12-aa8c-042aedb95777,81.0
fed2bc43-bf90-465b-8a3e-4545e2822211,78.5
c937e078-3194-4525-9509-a46b6a51b5df,76.5
60454048-22f2-48c8-8dc8-899add3286b8,81.0
61fb687b-ef7a-4908-9f6d-b4bd9f3b4b76,75.0
1ed8272b-2f7e-41fa-8b99-47b34b62caa7,78.0
e58a225c-47db-4a86-a0ce-94a691bc8196,75.0
6188346c-230a-483b-b667-7851979cb27e,82.5
7826220f-0832-4093-8b3e-b303f001eac1,75.5
0138b5ad-8ac3-4530-b42c-8acb900df827,75.5
150f1be7-8efd-4d10-bf42-e41dd940141d,81.0
4846339d-c5fa-4f1a-8e6f-a985781fa92b,85.5
461447ab-c171-4688-97da-2242e19c7de5,75.0
1b78d724-427e-40bb-9607-031c90e93a80,87.0
14d98c4f-c536-47bf-83b9-9d7a2bfaf262,75.5
c8fd4927-2521-4e79-ba69-4d63c92b8e12,77.0
634df816-581a-4df7-ad4d-e7e3a75c56d4,76.0
c882ea59-bc93-4dec-8376-8ef9c182ed70,79.5
ff454dc9-ba2a-4e01-9b5f-eec211eee029,76.5
d65e72a8-761b-4a01-8244-0a50810a4a09,81.0
67b35c67-630d-498e-b1df-a0e2e86df07c,76.5
937da8df-aa56-4282-961d-810dd1993682,75.0
b76bcb65-0d02-4fe8-a8f2-573b2fb3d54c,81.0
dbdf0c10-df71-42c9-9d25-9650e920dc86,85.5
9cf10316-34cc-419f-a053-09d2e1cad946,78.0
563a5f9c-b580-48a7-9a78-9773df6f31b8,75.5
690da8a9-b0bf-41ae-a671-45642897da3f,81.0
a9458ba6-3603-4ed8-9251-94585625957e,78.0
e9a873b1-ce43-4002-b47c-875e1cfef0ea,81.0
37b8b9c3-0ad7-41d5-bac3-dd34ab5e36db,84.0
74086a83-ece5-4ba8-b123-38afde8f1e5b,82.5
1c9e798a-8dd2-4dfd-aae2-b547b8b5fa6a,76.5
fcdd1ce5-237f-4b6b-a1a8-70cbe0d55612,78.0
be8763a3-7300-467e-a1c4-628b4e6a50cc,75.0
1d6903cd-9f7d-441e-8f17-e087a8eefe1a,75.0
8f79705a-11a5-441b-9a85-654d3a86e363,88.5
d70c65b7-0675-47e9-8cf4-e87e87b6e0b9,82.5
6ab763c2-d184-447d-9d8e-f1ec0569669a,77.0
7b2ee784-3b20-4c27-a9ba-ed067ca29702,76.0
e8d72d1f-d906-4cc4-a0c5-8cd7c14174af,78.0
bd55d658-56c0-4bb5-99b2-7ea3625c5816,75.0
3ad73157-9d0a-45bd-97cf-b3a92f67b7d9,82.5
f921210e-7e60-4e2d-aac3-37b45e82a609,75.0
949788d7-c439-4bba-80ad-951e6a620266,82.5
d57efc1e-6475-4187-aa78-9e321e61af26,81.0
ee8327d6-5f13-486d-8a85-26c98e55d3b7,75.0
49a56e06-a037-4450-88fe-55c0423f8813,75.5
96b68111-7b18-49d3-b197-0cd2985628c5,82.5
1fd366d2-3825-4722-ba09-e50449be3ac9,75.0
16ac41d0-bb52-4cc3-a652-514cc51c45da,75.5
01a6ff65-a9d8-4eba-b4bf-a0a14c03720b,88.5
04475cf2-8829-4440-8db0-105631e81c1a,77.5
ca1d474e-e43e-433f-8bad-ded12224d658,88.5
bdcdee88-bbb1-4561-a068-ff0948748483,81.0
f228a543-5cd0-4010-baf3-7eac71c92c90,75.0
4bedb4cc-afe2-4692-a1d9-39e084eb5c2a,78.0
d9191a37-9f11-4cb8-9f0c-f21836eb2d2d,78.0
1c335309-bfc4-4124-8463-66ed5b6beaa9,79.5
c766c303-5b73-4ac9-8b26-67b5baae30a8,88.5
a5bb4d64-e2b5-4f4c-a904-9176a773aa13,81.0
eef4db35-873c-4cbe-9a01-9eab3dd694de,77.0
a40ed4b7-2a4f-4d92-8055-99086830d3ce,84.0
f580abc9-c9a4-4beb-867d-d15e68dd0be7,84.0
da4d1883-7166-4b38-9659-8b0796891739,78.5
